"customerID","InvoiceDate","DueDate","SettledDate","InvoiceAmount","DaysLate","On Time"
"2125-HJDLA","12/25/2012","1/24/2013","1/26/2013","27","2","1-30 days"
"5529-TBPGK","9/28/2012","10/28/2012","10/30/2012","86.59","2","1-30 days"
"9212-BTDMX","4/11/2012","5/11/2012","4/26/2012","63.26","0","On Time"
"6160-HCSFI","1/7/2013","2/6/2013","2/8/2013","69.85","2","1-30 days"
"2447-JCFGW","3/28/2013","4/27/2013","4/21/2013","11.36","0","On Time"
"7946-HJDUR","6/9/2012","7/9/2012","7/9/2012","58.85","0","On Time"
"2447-JCFGW","4/5/2013","5/5/2013","4/28/2013","39.24","0","On Time"
"9149-MATVB","10/29/2012","11/28/2012","11/27/2012","25.83","0","On Time"
"5284-DJOZO","3/31/2012","4/30/2012","4/12/2012","58.56","0","On Time"
"8156-PCYBM","3/10/2012","4/9/2012","4/4/2012","71.8","0","On Time"
"9323-NDIOV","11/29/2013","12/29/2013","1/9/2014","84.38","11","1-30 days"
"6160-HCSFI","8/30/2013","9/29/2013","9/17/2013","69.48","0","On Time"
"9460-VAZGD","6/26/2013","7/26/2013","7/7/2013","28.37","0","On Time"
"8690-EEBEO","10/24/2013","11/23/2013","12/1/2013","43.31","8","1-30 days"
"0187-ERLSR","3/29/2012","4/28/2012","4/25/2012","62.68","0","On Time"
"8976-AMJEO","5/21/2013","6/20/2013","6/14/2013","97.63","0","On Time"
"7654-DOLHO","4/6/2012","5/6/2012","5/9/2012","37.93","3","1-30 days"
"8976-AMJEO","4/14/2012","5/14/2012","5/10/2012","77.9","0","On Time"
"5875-VZQCZ","12/30/2012","1/29/2013","2/11/2013","81.37","13","1-30 days"
"9460-VAZGD","9/28/2013","10/28/2013","10/15/2013","51","0","On Time"
"1447-YZKCL","6/23/2012","7/23/2012","7/23/2012","71.41","0","On Time"
"6831-FIODB","4/11/2013","5/11/2013","5/8/2013","74.41","0","On Time"
"9174-IYKOC","3/2/2013","4/1/2013","3/23/2013","60.84","0","On Time"
"7600-OISKG","6/6/2013","7/6/2013","7/11/2013","63.68","5","1-30 days"
"0187-ERLSR","9/22/2012","10/22/2012","10/11/2012","65.26","0","On Time"
"2026-XLBER","5/19/2013","6/18/2013","6/21/2013","44.88","3","1-30 days"
"7654-DOLHO","11/5/2012","12/5/2012","12/9/2012","32.36","4","1-30 days"
"5196-TWQXF","10/29/2013","11/28/2013","11/13/2013","78.49","0","On Time"
"9771-QTLGZ","12/14/2012","1/13/2013","12/30/2012","46.62","0","On Time"
"9883-SDWFS","8/8/2013","9/7/2013","9/17/2013","62.77","10","1-30 days"
"2824-HJQPP","1/4/2013","2/3/2013","1/25/2013","58.79","0","On Time"
"0625-TNJFG","9/8/2013","10/8/2013","9/22/2013","64.29","0","On Time"
"5196-TWQXF","3/29/2012","4/28/2012","4/19/2012","60.32","0","On Time"
"5284-DJOZO","8/22/2013","9/21/2013","8/26/2013","70.84","0","On Time"
"6077-FDQRK","5/5/2012","6/4/2012","6/5/2012","36.86","1","1-30 days"
"7600-OISKG","6/1/2012","7/1/2012","7/1/2012","66.03","0","On Time"
"9841-XLGBV","3/16/2012","4/15/2012","4/24/2012","46.25","9","1-30 days"
"9323-NDIOV","6/30/2012","7/30/2012","8/4/2012","60.13","5","1-30 days"
"4640-FGEJI","7/15/2012","8/14/2012","8/26/2012","80.69","12","1-30 days"
"9174-IYKOC","1/26/2013","2/25/2013","2/18/2013","56.27","0","On Time"
"4460-ZXNDN","5/6/2012","6/5/2012","6/12/2012","64.4","7","1-30 days"
"3271-YDPUJ","8/3/2012","9/2/2012","9/1/2012","45.73","0","On Time"
"9286-VLKMI","7/2/2013","8/1/2013","7/4/2013","80.59","0","On Time"
"6627-ELFBK","1/11/2013","2/10/2013","2/1/2013","66.01","0","On Time"
"5148-SYKLB","5/9/2013","6/8/2013","6/13/2013","89.43","5","1-30 days"
"9250-VHLWY","6/19/2013","7/19/2013","7/14/2013","34.69","0","On Time"
"8102-ABPKQ","11/18/2012","12/18/2012","1/4/2013","74.55","17","1-30 days"
"5148-SYKLB","8/30/2012","9/29/2012","10/6/2012","67.37","7","1-30 days"
"3568-JJMFW","3/29/2013","4/28/2013","4/17/2013","81.21","0","On Time"
"5148-SYKLB","4/19/2013","5/19/2013","5/29/2013","74.28","10","1-30 days"
"4640-FGEJI","4/24/2013","5/24/2013","5/5/2013","49.64","0","On Time"
"9928-IJYBQ","3/5/2012","4/4/2012","4/6/2012","66.66","2","1-30 days"
"8976-AMJEO","9/14/2013","10/14/2013","10/8/2013","69.29","0","On Time"
"0187-ERLSR","2/16/2013","3/18/2013","3/2/2013","56.5","0","On Time"
"9771-QTLGZ","7/26/2013","8/25/2013","8/11/2013","41.19","0","On Time"
"5920-DPXLN","3/19/2012","4/18/2012","4/14/2012","49.14","0","On Time"
"8389-TCXFQ","2/25/2013","3/27/2013","3/26/2013","88.67","0","On Time"
"7260-ZHAKS","11/26/2012","12/26/2012","12/22/2012","61.18","0","On Time"
"6632-CGYHU","12/17/2012","1/16/2013","1/1/2013","74.41","0","On Time"
"6833-ETVHD","7/12/2013","8/11/2013","7/24/2013","55.83","0","On Time"
"0706-NRGUP","6/19/2012","7/19/2012","7/23/2012","16.78","4","1-30 days"
"3993-QUNVJ","5/10/2013","6/9/2013","5/25/2013","60.1","0","On Time"
"3568-JJMFW","5/5/2012","6/4/2012","6/8/2012","82.38","4","1-30 days"
"0379-NEVHP","7/12/2013","8/11/2013","7/25/2013","30.9","0","On Time"
"6177-VTITE","6/18/2012","7/18/2012","7/2/2012","49.39","0","On Time"
"2447-JCFGW","11/12/2012","12/12/2012","12/2/2012","64.82","0","On Time"
"9883-SDWFS","3/2/2012","4/1/2012","3/30/2012","26.37","0","On Time"
"6004-KITZM","11/28/2013","12/28/2013","12/8/2013","30.81","0","On Time"
"8364-UWVLM","10/31/2013","11/30/2013","12/5/2013","87.67","5","1-30 days"
"8820-BLYDZ","9/11/2012","10/11/2012","9/15/2012","74.18","0","On Time"
"9758-AIEIK","5/7/2013","6/6/2013","5/21/2013","59.78","0","On Time"
"9117-LYRCE","7/30/2013","8/29/2013","8/27/2013","41.64","0","On Time"
"6627-ELFBK","5/21/2012","6/20/2012","6/26/2012","58.64","6","1-30 days"
"7245-CKNCN","3/2/2012","4/1/2012","3/23/2012","69.13","0","On Time"
"7946-HJDUR","5/28/2012","6/27/2012","6/26/2012","35.32","0","On Time"
"7758-WKLVM","5/5/2013","6/4/2013","6/20/2013","81.23","16","1-30 days"
"7856-ODQFO","1/20/2013","2/19/2013","2/25/2013","56.86","6","1-30 days"
"6391-GBFQJ","3/23/2012","4/22/2012","4/8/2012","18.09","0","On Time"
"0465-DTULQ","12/18/2012","1/17/2013","1/27/2013","22.53","10","1-30 days"
"6627-ELFBK","3/1/2013","3/31/2013","3/18/2013","53.65","0","On Time"
"9212-BTDMX","12/30/2012","1/29/2013","1/18/2013","48.85","0","On Time"
"5284-DJOZO","4/13/2012","5/13/2012","4/21/2012","81.47","0","On Time"
"6296-UKEUZ","9/16/2012","10/16/2012","9/19/2012","25.05","0","On Time"
"6296-UKEUZ","5/20/2012","6/19/2012","5/29/2012","37.27","0","On Time"
"5573-KSOIA","12/7/2012","1/6/2013","1/12/2013","61.7","6","1-30 days"
"2125-HJDLA","2/16/2012","3/17/2012","3/25/2012","79.21","8","1-30 days"
"8976-AMJEO","12/17/2012","1/16/2013","12/31/2012","42.45","0","On Time"
"9725-EZTEJ","10/6/2012","11/5/2012","10/30/2012","60.57","0","On Time"
"7329-TWKLF","5/21/2013","6/20/2013","6/11/2013","61.42","0","On Time"
"9771-QTLGZ","8/17/2013","9/16/2013","9/4/2013","64.64","0","On Time"
"8690-EEBEO","3/21/2013","4/20/2013","4/26/2013","92.5","6","1-30 days"
"6833-ETVHD","11/27/2012","12/27/2012","12/18/2012","70.61","0","On Time"
"5920-DPXLN","7/6/2012","8/5/2012","7/22/2012","52.8","0","On Time"
"3831-FXWYK","1/12/2013","2/11/2013","2/16/2013","69.26","5","1-30 days"
"7856-ODQFO","11/19/2012","12/19/2012","12/22/2012","27.62","3","1-30 days"
"4651-PMEXQ","11/17/2012","12/17/2012","12/12/2012","63.85","0","On Time"
"1080-NDGAE","1/11/2012","2/10/2012","2/6/2012","73.06","0","On Time"
"7260-ZHAKS","2/16/2013","3/18/2013","3/14/2013","78.28","0","On Time"
"7600-OISKG","5/1/2013","5/31/2013","6/1/2013","55.53","1","1-30 days"
"6627-ELFBK","9/25/2012","10/25/2012","10/22/2012","36.04","0","On Time"
"7758-WKLVM","10/4/2012","11/3/2012","11/27/2012","94.52","24","1-30 days"
"7209-MDWKR","3/31/2013","4/30/2013","4/28/2013","75.44","0","On Time"
"9286-VLKMI","11/4/2013","12/4/2013","11/5/2013","32.62","0","On Time"
"7654-DOLHO","2/2/2013","3/4/2013","2/17/2013","24.6","0","On Time"
"7938-EVASK","2/23/2012","3/24/2012","4/5/2012","83.08","12","1-30 days"
"8942-ERSWK","4/15/2012","5/15/2012","4/23/2012","38.85","0","On Time"
"6627-ELFBK","3/26/2013","4/25/2013","4/26/2013","92.65","1","1-30 days"
"9323-NDIOV","11/2/2013","12/2/2013","12/6/2013","68.28","4","1-30 days"
"2687-XWAMA","4/30/2013","5/30/2013","5/10/2013","27.34","0","On Time"
"1408-OQZUE","1/18/2013","2/17/2013","2/19/2013","72.29","2","1-30 days"
"6160-HCSFI","3/10/2012","4/9/2012","4/4/2012","81.87","0","On Time"
"9181-HEKGV","8/5/2013","9/4/2013","9/13/2013","72.13","9","1-30 days"
"7329-TWKLF","4/2/2013","5/2/2013","4/16/2013","56.67","0","On Time"
"9323-NDIOV","9/30/2013","10/30/2013","10/29/2013","44.81","0","On Time"
"5573-KSOIA","1/24/2013","2/23/2013","3/14/2013","81.37","19","1-30 days"
"8942-ERSWK","5/3/2013","6/2/2013","5/10/2013","23.32","0","On Time"
"7938-EVASK","6/15/2013","7/15/2013","7/19/2013","44.14","4","1-30 days"
"4460-ZXNDN","6/9/2012","7/9/2012","7/12/2012","64.44","3","1-30 days"
"4460-ZXNDN","10/25/2012","11/24/2012","12/10/2012","75.29","16","1-30 days"
"0688-XNJRO","4/21/2012","5/21/2012","6/8/2012","49.62","18","1-30 days"
"0709-LZRJV","7/21/2013","8/20/2013","8/29/2013","81.77","9","1-30 days"
"8156-PCYBM","5/13/2013","6/12/2013","6/8/2013","70.87","0","On Time"
"9212-BTDMX","10/12/2013","11/11/2013","10/21/2013","66.23","0","On Time"
"2621-XCLEH","6/27/2012","7/27/2012","8/26/2012","69.42","30","1-30 days"
"6831-FIODB","5/22/2012","6/21/2012","7/14/2012","42.16","23","1-30 days"
"1168-BEASA","8/2/2012","9/1/2012","8/26/2012","57.17","0","On Time"
"7856-ODQFO","9/19/2012","10/19/2012","10/17/2012","41.41","0","On Time"
"5920-DPXLN","4/12/2013","5/12/2013","4/24/2013","63.33","0","On Time"
"3569-VJWXS","4/26/2013","5/26/2013","5/12/2013","43.79","0","On Time"
"5924-UOPGH","3/18/2012","4/17/2012","4/6/2012","69.93","0","On Time"
"6833-ETVHD","7/27/2013","8/26/2013","8/13/2013","87.68","0","On Time"
"0465-DTULQ","8/29/2012","9/28/2012","9/28/2012","70.67","0","On Time"
"6296-UKEUZ","7/21/2013","8/20/2013","7/23/2013","15.86","0","On Time"
"9286-VLKMI","8/8/2012","9/7/2012","8/15/2012","41.52","0","On Time"
"9174-IYKOC","5/30/2013","6/29/2013","6/15/2013","87.31","0","On Time"
"5529-TBPGK","12/28/2012","1/27/2013","2/5/2013","68.24","9","1-30 days"
"2423-QOKIO","4/1/2013","5/1/2013","5/1/2013","91.82","0","On Time"
"9322-YCTQO","4/10/2013","5/10/2013","5/16/2013","84.98","6","1-30 days"
"6048-QPZCF","7/7/2013","8/6/2013","8/2/2013","71.96","0","On Time"
"7758-WKLVM","10/23/2013","11/22/2013","11/24/2013","60.3","2","1-30 days"
"9771-QTLGZ","10/26/2012","11/25/2012","11/14/2012","49.25","0","On Time"
"3993-QUNVJ","3/25/2013","4/24/2013","4/8/2013","47.33","0","On Time"
"7329-TWKLF","1/3/2013","2/2/2013","1/16/2013","91.37","0","On Time"
"4651-PMEXQ","9/7/2012","10/7/2012","9/30/2012","72.07","0","On Time"
"2125-HJDLA","7/12/2013","8/11/2013","8/13/2013","85.2","2","1-30 days"
"9250-VHLWY","4/6/2012","5/6/2012","5/5/2012","49.41","0","On Time"
"5164-VMYWJ","3/22/2013","4/21/2013","4/15/2013","72","0","On Time"
"9014-WENVB","9/25/2012","10/25/2012","11/2/2012","69.46","8","1-30 days"
"0465-DTULQ","1/4/2012","2/3/2012","2/4/2012","55.91","1","1-30 days"
"5573-KSOIA","2/23/2013","3/25/2013","3/26/2013","67.52","1","1-30 days"
"7758-WKLVM","4/29/2012","5/29/2012","6/7/2012","84.78","9","1-30 days"
"9725-EZTEJ","10/13/2013","11/12/2013","11/2/2013","84.38","0","On Time"
"5920-DPXLN","2/17/2012","3/18/2012","3/10/2012","61.95","0","On Time"
"8102-ABPKQ","3/12/2013","4/11/2013","4/28/2013","58.52","17","1-30 days"
"9149-MATVB","2/4/2013","3/6/2013","2/28/2013","56.53","0","On Time"
"1080-NDGAE","9/17/2012","10/17/2012","10/18/2012","94.16","1","1-30 days"
"4092-ZAVRG","7/23/2013","8/22/2013","8/11/2013","72.88","0","On Time"
"0709-LZRJV","7/1/2013","7/31/2013","7/18/2013","50.28","0","On Time"
"7050-KQLDO","1/6/2013","2/5/2013","1/19/2013","52.6","0","On Time"
"8156-PCYBM","2/28/2013","3/30/2013","3/28/2013","50.8","0","On Time"
"7050-KQLDO","2/14/2012","3/15/2012","3/16/2012","78.36","1","1-30 days"
"7946-HJDUR","4/28/2013","5/28/2013","6/23/2013","62.86","26","1-30 days"
"6077-FDQRK","11/18/2012","12/18/2012","12/3/2012","53.39","0","On Time"
"6708-DPYTF","4/15/2012","5/15/2012","5/28/2012","58.73","13","1-30 days"
"0706-NRGUP","9/15/2013","10/15/2013","10/6/2013","23.81","0","On Time"
"5164-VMYWJ","3/24/2013","4/23/2013","4/19/2013","82.64","0","On Time"
"3831-FXWYK","3/24/2012","4/23/2012","5/4/2012","89.9","11","1-30 days"
"9181-HEKGV","7/11/2013","8/10/2013","8/26/2013","68.42","16","1-30 days"
"9841-XLGBV","1/28/2013","2/27/2013","2/18/2013","51.83","0","On Time"
"5924-UOPGH","11/23/2013","12/23/2013","12/22/2013","109.96","0","On Time"
"7329-TWKLF","10/2/2012","11/1/2012","11/4/2012","42.35","3","1-30 days"
"2676-DZINU","10/2/2012","11/1/2012","10/21/2012","47.07","0","On Time"
"0625-TNJFG","8/31/2012","9/30/2012","9/23/2012","55.8","0","On Time"
"7228-LEPPM","3/2/2013","4/1/2013","4/12/2013","79.37","11","1-30 days"
"5924-UOPGH","3/11/2012","4/10/2012","4/7/2012","56.47","0","On Time"
"7372-CESLR","6/7/2012","7/7/2012","7/7/2012","26.14","0","On Time"
"9725-EZTEJ","10/5/2013","11/4/2013","11/2/2013","64.05","0","On Time"
"9758-AIEIK","11/14/2013","12/14/2013","12/1/2013","43.82","0","On Time"
"0706-NRGUP","4/18/2012","5/18/2012","5/20/2012","39.25","2","1-30 days"
"1080-NDGAE","11/18/2013","12/18/2013","12/23/2013","83.59","5","1-30 days"
"2687-XWAMA","10/17/2012","11/16/2012","10/29/2012","84.13","0","On Time"
"1168-BEASA","4/4/2013","5/4/2013","4/27/2013","40.48","0","On Time"
"9841-XLGBV","8/30/2012","9/29/2012","9/23/2012","32.24","0","On Time"
"2125-HJDLA","2/11/2012","3/12/2012","3/28/2012","68.08","16","1-30 days"
"5924-UOPGH","11/18/2013","12/18/2013","11/28/2013","78.83","0","On Time"
"7050-KQLDO","10/17/2012","11/16/2012","10/25/2012","72.67","0","On Time"
"9212-BTDMX","6/22/2012","7/22/2012","7/11/2012","49.08","0","On Time"
"2026-XLBER","1/14/2012","2/13/2012","1/30/2012","45.41","0","On Time"
"2676-DZINU","1/20/2012","2/19/2012","2/10/2012","78.09","0","On Time"
"8942-ERSWK","10/29/2013","11/28/2013","11/6/2013","12.62","0","On Time"
"3271-YDPUJ","3/28/2013","4/27/2013","4/21/2013","41.38","0","On Time"
"8156-PCYBM","8/22/2013","9/21/2013","9/18/2013","52.87","0","On Time"
"9149-MATVB","1/9/2013","2/8/2013","2/3/2013","36.93","0","On Time"
"7856-ODQFO","6/23/2013","7/23/2013","7/9/2013","40.69","0","On Time"
"2687-XWAMA","5/5/2013","6/4/2013","5/12/2013","73.15","0","On Time"
"6177-VTITE","9/29/2012","10/29/2012","10/16/2012","34.5","0","On Time"
"0625-TNJFG","9/30/2012","10/30/2012","10/24/2012","74.49","0","On Time"
"9286-VLKMI","2/9/2012","3/10/2012","2/20/2012","53.33","0","On Time"
"7329-TWKLF","11/14/2013","12/14/2013","11/25/2013","89.35","0","On Time"
"6048-QPZCF","7/12/2013","8/11/2013","7/28/2013","71.45","0","On Time"
"2447-JCFGW","3/22/2012","4/21/2012","4/19/2012","25.66","0","On Time"
"0625-TNJFG","9/10/2012","10/10/2012","10/12/2012","70.6","2","1-30 days"
"3271-HYHDN","8/20/2013","9/19/2013","8/22/2013","32.87","0","On Time"
"0625-TNJFG","9/30/2012","10/30/2012","10/31/2012","39.69","1","1-30 days"
"2824-HJQPP","5/29/2012","6/28/2012","6/28/2012","77.54","0","On Time"
"1168-BEASA","12/12/2012","1/11/2013","12/23/2012","47.08","0","On Time"
"6296-UKEUZ","3/22/2013","4/21/2013","3/25/2013","22.93","0","On Time"
"9928-IJYBQ","1/29/2013","2/28/2013","3/1/2013","54.42","1","1-30 days"
"8887-NCUZC","11/29/2012","12/29/2012","12/21/2012","10.94","0","On Time"
"6708-DPYTF","4/24/2013","5/24/2013","5/28/2013","89.07","4","1-30 days"
"8976-AMJEO","1/18/2013","2/17/2013","2/5/2013","84.87","0","On Time"
"0783-PEPYR","2/22/2012","3/23/2012","3/31/2012","107.11","8","1-30 days"
"0187-ERLSR","3/22/2013","4/21/2013","3/27/2013","86.92","0","On Time"
"3271-HYHDN","5/2/2012","6/1/2012","5/5/2012","59.17","0","On Time"
"8389-TCXFQ","10/21/2012","11/20/2012","11/6/2012","42.87","0","On Time"
"5164-VMYWJ","2/15/2013","3/17/2013","3/2/2013","46.24","0","On Time"
"8976-AMJEO","6/23/2013","7/23/2013","7/22/2013","43.74","0","On Time"
"7758-WKLVM","7/7/2012","8/6/2012","8/19/2012","51.31","13","1-30 days"
"6833-ETVHD","8/16/2012","9/15/2012","9/3/2012","80.87","0","On Time"
"0465-DTULQ","8/30/2012","9/29/2012","10/14/2012","28.95","15","1-30 days"
"7329-TWKLF","1/24/2012","2/23/2012","2/11/2012","80.71","0","On Time"
"9149-MATVB","9/3/2012","10/3/2012","10/3/2012","38.59","0","On Time"
"3598-DNURW","1/6/2013","2/5/2013","1/16/2013","58.49","0","On Time"
"5164-VMYWJ","4/8/2012","5/8/2012","4/25/2012","76.68","0","On Time"
"8942-ERSWK","5/31/2012","6/30/2012","6/8/2012","24.59","0","On Time"
"5164-VMYWJ","4/16/2013","5/16/2013","5/19/2013","52.57","3","1-30 days"
"5592-UQXSS","10/6/2013","11/5/2013","11/4/2013","36.26","0","On Time"
"7695-NKUXM","2/17/2012","3/18/2012","3/7/2012","70.57","0","On Time"
"2824-HJQPP","10/18/2013","11/17/2013","10/27/2013","59.07","0","On Time"
"3993-QUNVJ","8/17/2012","9/16/2012","9/2/2012","37.24","0","On Time"
"2676-DZINU","7/21/2013","8/20/2013","8/1/2013","73.61","0","On Time"
"8156-PCYBM","12/26/2012","1/25/2013","1/31/2013","104.02","6","1-30 days"
"9212-BTDMX","5/19/2012","6/18/2012","5/30/2012","82.21","0","On Time"
"2676-DZINU","6/12/2012","7/12/2012","7/5/2012","60.19","0","On Time"
"7050-KQLDO","8/10/2012","9/9/2012","9/10/2012","47.99","1","1-30 days"
"5573-KSOIA","5/17/2013","6/16/2013","7/4/2013","98.88","18","1-30 days"
"7758-WKLVM","9/4/2013","10/4/2013","10/18/2013","72.09","14","1-30 days"
"8102-ABPKQ","9/27/2012","10/27/2012","11/8/2012","58.99","12","1-30 days"
"7654-DOLHO","9/15/2012","10/15/2012","10/8/2012","46.03","0","On Time"
"9212-BTDMX","5/17/2012","6/16/2012","6/9/2012","66.55","0","On Time"
"3598-DNURW","11/15/2013","12/15/2013","11/23/2013","91.34","0","On Time"
"9212-BTDMX","3/26/2012","4/25/2012","4/15/2012","53.69","0","On Time"
"5284-DJOZO","3/24/2012","4/23/2012","4/19/2012","89.67","0","On Time"
"0187-ERLSR","12/6/2012","1/5/2013","12/19/2012","59","0","On Time"
"9928-IJYBQ","1/7/2012","2/6/2012","2/5/2012","78.92","0","On Time"
"4092-ZAVRG","5/20/2012","6/19/2012","5/22/2012","62.96","0","On Time"
"2687-XWAMA","12/25/2012","1/24/2013","1/13/2013","54.66","0","On Time"
"9212-BTDMX","2/16/2012","3/17/2012","3/6/2012","58.85","0","On Time"
"3993-QUNVJ","1/4/2013","2/3/2013","1/30/2013","88.48","0","On Time"
"9883-SDWFS","7/15/2013","8/14/2013","8/23/2013","47.13","9","1-30 days"
"5613-UHVMG","9/30/2013","10/30/2013","11/5/2013","53.8","6","1-30 days"
"5529-TBPGK","7/8/2012","8/7/2012","8/1/2012","65.27","0","On Time"
"6627-ELFBK","5/20/2012","6/19/2012","6/16/2012","54.82","0","On Time"
"6160-HCSFI","1/6/2013","2/5/2013","2/1/2013","85.64","0","On Time"
"9883-SDWFS","11/13/2013","12/13/2013","12/4/2013","32.02","0","On Time"
"9460-VAZGD","6/6/2012","7/6/2012","6/26/2012","67.82","0","On Time"
"9771-QTLGZ","5/26/2013","6/25/2013","6/6/2013","56.56","0","On Time"
"9323-NDIOV","6/21/2012","7/21/2012","8/7/2012","53.66","17","1-30 days"
"8156-PCYBM","5/12/2012","6/11/2012","6/11/2012","93.36","0","On Time"
"9250-VHLWY","6/16/2012","7/16/2012","7/15/2012","51.81","0","On Time"
"8887-NCUZC","1/10/2012","2/9/2012","2/19/2012","7.45","10","1-30 days"
"6833-ETVHD","10/26/2012","11/25/2012","11/18/2012","47.52","0","On Time"
"9181-HEKGV","6/17/2012","7/17/2012","7/21/2012","66.07","4","1-30 days"
"5613-UHVMG","1/24/2012","2/23/2012","3/21/2012","49.62","27","1-30 days"
"9117-LYRCE","11/4/2013","12/4/2013","11/27/2013","47.33","0","On Time"
"6160-HCSFI","10/3/2013","11/2/2013","10/17/2013","68.64","0","On Time"
"6708-DPYTF","2/17/2013","3/19/2013","3/14/2013","56.99","0","On Time"
"9928-IJYBQ","7/25/2012","8/24/2012","8/26/2012","38.61","2","1-30 days"
"3676-CQAIF","1/14/2013","2/13/2013","2/3/2013","10.64","0","On Time"
"7946-HJDUR","6/24/2012","7/24/2012","7/20/2012","61.9","0","On Time"
"9117-LYRCE","5/27/2013","6/26/2013","7/5/2013","48.73","9","1-30 days"
"7841-HROAQ","7/3/2013","8/2/2013","8/10/2013","63.03","8","1-30 days"
"0688-XNJRO","2/19/2013","3/21/2013","3/21/2013","25.38","0","On Time"
"7695-NKUXM","7/1/2013","7/31/2013","7/6/2013","44.25","0","On Time"
"7329-TWKLF","1/27/2013","2/26/2013","2/16/2013","94.38","0","On Time"
"9286-VLKMI","1/9/2013","2/8/2013","1/12/2013","52.9","0","On Time"
"7228-LEPPM","1/21/2013","2/20/2013","3/13/2013","89.96","21","1-30 days"
"9460-VAZGD","2/22/2012","3/23/2012","3/13/2012","57.14","0","On Time"
"4632-QZOKX","11/3/2012","12/3/2012","12/26/2012","64.04","23","1-30 days"
"9928-IJYBQ","7/10/2012","8/9/2012","8/3/2012","34.63","0","On Time"
"9149-MATVB","11/8/2013","12/8/2013","11/25/2013","34.65","0","On Time"
"9174-IYKOC","9/29/2012","10/29/2012","10/29/2012","66.8","0","On Time"
"2447-JCFGW","10/26/2013","11/25/2013","11/10/2013","82.34","0","On Time"
"5920-DPXLN","10/2/2013","11/1/2013","10/23/2013","53.12","0","On Time"
"6048-QPZCF","6/28/2013","7/28/2013","7/14/2013","68.2","0","On Time"
"1604-LIFKX","5/31/2013","6/30/2013","7/5/2013","77.66","5","1-30 days"
"6831-FIODB","6/5/2012","7/5/2012","8/4/2012","71.5","30","1-30 days"
"6391-GBFQJ","3/4/2013","4/3/2013","4/3/2013","46.49","0","On Time"
"0379-NEVHP","7/1/2012","7/31/2012","7/17/2012","42.25","0","On Time"
"1408-OQZUE","7/4/2012","8/3/2012","9/1/2012","53.95","29","1-30 days"
"9149-MATVB","7/15/2013","8/14/2013","8/5/2013","46.53","0","On Time"
"5196-TWQXF","12/30/2012","1/29/2013","1/10/2013","45.8","0","On Time"
"6296-UKEUZ","2/6/2013","3/8/2013","2/8/2013","22","0","On Time"
"2687-XWAMA","8/8/2013","9/7/2013","8/19/2013","62.58","0","On Time"
"8690-EEBEO","9/21/2013","10/21/2013","10/18/2013","40.94","0","On Time"
"2447-JCFGW","8/22/2013","9/21/2013","9/17/2013","37.25","0","On Time"
"7695-NKUXM","9/22/2013","10/22/2013","9/24/2013","57.04","0","On Time"
"5196-TWQXF","11/8/2013","12/8/2013","11/21/2013","69.22","0","On Time"
"2820-XGXSB","2/3/2012","3/4/2012","2/12/2012","83.15","0","On Time"
"1447-YZKCL","5/17/2013","6/16/2013","6/8/2013","58.35","0","On Time"
"8887-NCUZC","9/19/2013","10/19/2013","10/12/2013","16.58","0","On Time"
"1408-OQZUE","9/23/2013","10/23/2013","11/5/2013","40.66","13","1-30 days"
"6708-DPYTF","1/3/2012","2/2/2012","2/16/2012","55.37","14","1-30 days"
"6632-CGYHU","9/1/2013","10/1/2013","9/7/2013","68.88","0","On Time"
"3569-VJWXS","5/7/2013","6/6/2013","5/21/2013","50.63","0","On Time"
"8887-NCUZC","5/26/2013","6/25/2013","7/5/2013","27.84","10","1-30 days"
"1080-NDGAE","11/13/2013","12/13/2013","12/16/2013","101.93","3","1-30 days"
"3993-QUNVJ","8/14/2013","9/13/2013","8/26/2013","54.2","0","On Time"
"1080-NDGAE","10/18/2012","11/17/2012","11/17/2012","73.57","0","On Time"
"3568-JJMFW","9/6/2013","10/6/2013","9/12/2013","45.02","0","On Time"
"3448-OWJOT","7/17/2013","8/16/2013","8/10/2013","76.89","0","On Time"
"2824-HJQPP","2/29/2012","3/30/2012","3/28/2012","60.86","0","On Time"
"6833-ETVHD","3/28/2013","4/27/2013","4/15/2013","60.25","0","On Time"
"8942-ERSWK","2/17/2012","3/18/2012","2/29/2012","38.97","0","On Time"
"2687-XWAMA","7/14/2012","8/13/2012","7/25/2012","62.66","0","On Time"
"9181-HEKGV","5/2/2012","6/1/2012","6/6/2012","58.19","5","1-30 days"
"2824-HJQPP","11/18/2012","12/18/2012","12/5/2012","51.6","0","On Time"
"2824-HJQPP","2/2/2012","3/3/2012","3/3/2012","70.47","0","On Time"
"3568-JJMFW","8/3/2013","9/2/2013","8/24/2013","64.53","0","On Time"
"2676-DZINU","5/3/2012","6/2/2012","5/23/2012","59.78","0","On Time"
"7841-HROAQ","2/1/2012","3/2/2012","3/9/2012","56.2","7","1-30 days"
"7372-CESLR","1/10/2012","2/9/2012","2/3/2012","47.75","0","On Time"
"9322-YCTQO","4/13/2012","5/13/2012","5/23/2012","83.24","10","1-30 days"
"0187-ERLSR","10/17/2013","11/16/2013","10/20/2013","77.19","0","On Time"
"5529-TBPGK","8/16/2012","9/15/2012","9/23/2012","59.21","8","1-30 days"
"3271-YDPUJ","7/27/2012","8/26/2012","8/24/2012","46.31","0","On Time"
"6296-UKEUZ","9/7/2013","10/7/2013","9/8/2013","61.24","0","On Time"
